,Text,Completion,Correction,GLEU_lang8,GLEU_clova
298,게다가 요즘 밤새워 면역력이 떨어져서 잠도 설쳤어요 .,며칠 간 더 심해져서 밤새 잠도 설쳤어요 .,"게다가 밤을 새서 그런지 , 몸의 면역력이 떨어져 감기에 걸렸어요 .",0.23076923076923078,0.07894736842105263
299,노래를 부르와 한국어로 내 취미인데 한국어를 1년 이미 배웠더니 앞으로 한국와 관련된 일을 하거나 훌륭한 번역가 되고 싶습니다 .,"노래와 한국어가 내 취미인데 한국어를 이미 1년정도 배웠고 , 앞으로 한국과 관련된 일을 하거나 훌륭한 번역가 되고 싶습니다 .","한국어 노래 부르는 것은 제 취미이고 , 한국어를 1년 정도 배워서 앞으로 한국과 관련된 일을 하거나 훌륭한 번역가가 되고 싶습니다 .",0.4857142857142857,0.2564102564102564
300,한국은 기독교 신자 많아서 꼭 한국에도 중요할 줄 알면 좋겠지만 아마 이리 중요하지 않을 것 같아요 .,"한국에 기독교 신자가 많아져서 크리스마스가 중요한 날로 여겨진다면 좋겠지만 , 실제로 그리 중요하게 여겨질 것 같지는 않아요 .","한국에 기독교 신자가 많으니 , 반드시 한국도 중요하다고 생각하겠지만 , 아마도 그렇게 중요한 것 같지 않아요 .",0.06060606060606061,0.04838709677419355
301,어쨌든 음식이 싸고 맛이게 먹고 분위기가 좋았어,- 암튼 음식은 싸고 맛있었고 분위기도 또한 좋았어 .,"어쨌든 , 음식도 맛있고 분위기도 좋았어요 .",0.06666666666666667,0.045454545454545456
302,걱정 하면 괸히 말을 한마디 열심히 외우려고 하다가 시간을 낭비하겠다 .,말을 한마디라도 열심히 외울 시간에 걱정하면 괜히 시간만 낭비할 뿐이다 .,"괜히 걱정만 하고 , 한 마디라도 더 외우려다가 시간낭비를 하겠구나 .",0.07894736842105263,0.02631578947368421
303,여행 회사에서 일 할 수 있으면 좋겠습니다 .,가이드로써 여행사에서 일하고 싶습니다 .,여행사에서 일하고 싶습니다 .,0.038461538461538464,0.038461538461538464
304,그런데 처음으로 이 단점으로 잘못할 때 빨리 고쳐야 돼요 .,그런데 이 단점으로 처음 실수 했을 때 빨리 고쳐야 돼요 .,그러나 첫 번째 실수를 했을 때는 빨리 고쳐야 해요 .,0.47368421052631576,0.11764705882352941
305,하지만 . 한국어 책 세 권 있어요 !,한국어 책은 세 권이 입니다 .,한국어 책은 세 권이 있어요,0.11538461538461539,0.11538461538461539
306, 시간을 내서 일기를 쓰고 있다  .," 그리고 나는 바쁘지 않은 것을 알 수 있어 , 시간을 내서 일기를 쓰고 있다  .",시간을 내서 일기를 쓰고 있다  .,0.3333333333333333,1.0
307,하면 안돼요,재미있는 것은 무엇이든 하면 안돼요,안 돼요,0.21428571428571427,0.0
308,왜냐하면 바빴기 때문에 오늘 잘못 보냈어요 .,왜냐하면 정말 바쁜 하루였기 때문이에요 .,왜냐하면 너무 바빠서 오늘 메일을 보내지 못했어요 .,0.09090909090909091,0.11538461538461539
309,"그래도 난 그말은 믿는다 . "" 노력하면 가질 수 있고 바꿀 수도 있다 "" ㅋㅋ","그래도 전 "" 노력하면 가질 수 있고 바꿀 수도 있다 "" 라는 말을 믿어요 . ㅋ","하지만 나는 이 말을 믿는다 . "" 노력하면 가질 수 있고 바꿀 수도 있다 """,0.5517241379310345,0.7037037037037037
310,오늘 새 친구를 생김에 따라 새 기분도 생겼어요,오늘 새 친구를 사귀어서 기분도 새로워졌어요 .,오늘 새 친구가 생겨서 새로운 기분이 들었어요 .,0.2692307692307692,0.11538461538461539
311,유카타에 맞추는 신발은 맨발에 나막신이 일반적입니다 .,유카타에는 맨발에 나막신이 잘 어울립니다 .,유카타를 입을 때는 보통 맨발에 나막신을 신습니다 .,0.18181818181818182,0.07692307692307693
312,국가간의 무역 교류할때 통역할 줄 아는 인재을 필요하고 건물을 건설할때 건물 디자이너를 필요하고 국외의 새로운 과학 기술을 배워서 국내로 도입한 인재도 많이 필요합니다 .,국가간의 무역 교류할땐 통역을 할 줄 아는 인재가 필요하고 건물을 건설할땐 건물 디자이너가 필요합니다 . 또 국외의 새로운 과학 기술을 배워서 국내로 도입할 인재도 많이 필요합니다 .,"국가간의 무역교류 할 때 통역하는 인재가 필요하고 , 건물을 지을 때 건물디자이너가 필요하고 , 국외의 새로운 과학기술을 배워서 국내로 도입하는 인재도 많이 필요합니다 .",0.37254901960784315,0.2222222222222222
313,오늘 비가 많이 오는데 식사하러 식당에 가고 싶지 않아요 .,오늘 비가 많이와서 그런지식사하려고 식당에 가는 것이 내키지 않았어요 .,비가 와서 오늘은 식당에 가기 싫어요 .,0.14705882352941177,0.08823529411764706
314,토요일이라도 회사에 갔습니다만 저녁께 집에 돌아가기에 도시고속이 세우지도 모르니까 일찍 집에 돌아왔습니다 .,"토요일임에도 불구하고 회사에 갔습니다만 저녁에 집에 돌아갈 때 , 도시고속이 세우지도 모르니까 일찍 집에 돌아왔습니다 .","토요일이지만 회사에 나갔습니다만 , 퇴근시간에는 차가 막힐 것 같아서 일찍 집으로 돌아왔습니다 .",0.4482758620689655,0.10869565217391304
315,"첫번째 , 성격에 대해 유머감이 풍부하고 적극적 생각이 있는 사람인데 배려심이 더 깊으면 좋을 것입니다 .","첫번째 , 유머감각이 풍부하고 적극적이며 배려심이 깊었으면 좋겠습니다 .","첫째 , 성격은 유머감이 풍부하고 적극적인 사고를 가진 사람이면 좋겠고 , 배려심이 깊은 사람이면 좋겠습니다 .",0.10344827586206896,0.10344827586206896
316, 전의 레이아웃에 익숙해 있었으므로 당분간은 친구의 일기를 읽거나 쓰거나 하는 것이 큰 일이다고 생각합니다  ., 예전 레이아웃에 익숙해 있어서 당분간은 친구의 일기를 읽고 쓰는게큰 일이 힘들것 같습니다  .,전의 레이아웃에 익숙했었기 때문에 한동안은 친구의 일기를 읽거나 쓰는 것이 큰일이라고 생각합니다  .,0.18518518518518517,0.24074074074074073
317,얼마나 위대한 태양아 ~ 그 후에 저의 눈이 벌써 이렇게 해빛이 견딜 수 없어요 ~,얼마나 위대한 태양인가 ~ 그 후에 저의 눈은 햇빛을 견딜 수 없었어요 ~,얼마나 위대한 태양인지 .,0.3148148148148148,0.05555555555555555
318,나는 대학에 있던때 룸메이트에게서 한화분 알로에 를 받았다  .,내가 대학에 다닐때 같은방을 사용하던 사람으로 부터 알로에 화분을 받았다  .,"대학시절 , 룸메이트에게 받은 화분이 하나 있다  .",0.13157894736842105,0.03333333333333333
319,도욱더 멀리 달리면 내 마음에 있는 무거운 집을 도운더 소실해효 .,"더 멀리 달리면 달릴수록 , 내 마음의 무거운 짐은 점점 더 사라져요 .","더욱 더 멀리 달리면 , 내 마음 속의 무거운 짐을 덜어줄 것 같아요 .",0.13043478260869565,0.12
320, 길 전체가 더럽기는 하는데 그런데 비도 자주 많이 오기때문에 모두 흘러가고 없어집니다  ., 길 전체가 더럽기는 한데 비가 자주 오기 때문에 모두 흘러 내려가 없어집니다  .,"길 전체는 더러운데 , 비가 자주 많이 내리기 때문에 다 씻겨내려갑니다  .",0.2391304347826087,0.10869565217391304
321,그렇게 생각해 있으면서 제가 여러 꽃의 이름을 한국에서 뭐라고 부르는지 잘 모른 것을 깨달았어요 .,"그러고 보니 , 제가 여러 꽃의 이름을 한국어로 뭐라고 부르는지 잘 모른다는 것을 깨달았어요 .",그렇게 생각하면서도 제가 한국에서 어떤 꽃들을 ' 무슨꽃 ' 이라고 부르는지 잘 모른다는 걸 깨달았어요 .,0.4074074074074074,0.15517241379310345
322,내 경험 동안에 좋은 학생이 항상 힘을 주는 가족 있 니까 너는 수고가 많으셨서 감사합니다,제 경험에 의하면 좋은 학생은 항상 힘이 되어주는 가족 있습니다 . 너무 수고가 많으셨서 감사합니다,"제 경험상 , 좋은 학생은 항상 힘을 주는 가족이 있으니까 당신의 노고에 감사드립니다 .",0.16666666666666666,0.12962962962962962
323,저는 하루 종일 공부 대신에 영화를 보고 인터넷에서 한국어 공부에 대한 재미있는 자류을 검색했어요 .,"하루 종일 , 저는 공부하는 대신 영화를 보고 인터넷에서 한국어 공부에 대한 재미있는 자료를 검색했어요 .",저는 하루 종일 공부 대신에 영화를 보거나 인터넷에서 한국어 공부에 대한 재미있는 자료를 검색했어요 .,0.5,0.6481481481481481
324,난 시간이 있으면 마음이 내키는 대로 할 적이 좋아요 .,저는 시간이 날때 마음 내키는 대로 하는 것이 좋다고 생각해요 ~,시간이 있을 때는 하고 싶은대로 하는게 좋아요 .,0.10526315789473684,0.11764705882352941
325,어른이가 쓰는 사전와 같은 정도 두껍고 핀크색인 표시에 그림이 몇갠가 있어요 .,일반사전과 같은 정도로 두껍고 그림도 몇갠가 있어요 .,"어른들이 쓰는 사전과 비슷한 정도의 두께로 , 표지 색깔은 핑크색이고 , 그림도 몇 개 있어요 .",0.19047619047619047,0.06896551724137931
326,"우리 화사는 토 일랑 국경일에 일수로 일하지 않으면 안되는 규정 시간이 결정되는 거이지만 , 이번 달은 규정 시간이 충분지 없는 것 같았어 , 유급을 줄여질 지도 모른다 .","우리 회사는 토일이랑 국경일에 일수대로 일하지 않으면 안되는 규정 시간이 있는데 , 이번 달에는 그 시간이 모자랄 것 같아서 , 월급이 줄지도 모르겠다 .","우리 회사는 토요일과 일요일 그리고 국경일에는 반드시 하루를 쉬어야 하는 규정이 있지만 , 이번 달은 규정된 시간보다 적게 일한 것 같아 , 유급휴가가 줄어들지도 모른다 .",0.2169811320754717,0.11320754716981132
327,"미국이 격어본 , 역사상 규모가 가장 큰 자연재난 중에 하나 인 이 사건은 간헐천 위로 조심스럽게 뚜껑을 맞게 했으므로 지배하게 되었던 것이다 .","미국이 겪어본 , 역사상 규모가 가장 큰 자연재난 중에 하나인 이 사건은 간헐천 위로 조심스럽게 뚜껑을올림으로써 지배할수 있게 되었던 것이다 .",미국이 겪어본 역사상 규모가 가장 큰 자연재난 중의 하나인 이 사건은 간헐천 위에 있는 물웅덩이를 조심스럽게 뚜껑을 덮어 막았기에 발생한 것이다 .,0.5,0.313953488372093
328,빨리 일을 외워서 마음속에서 후쿠오카를 줄길 수 있게 되고 싶네요 ~ .,빨리 일을익숙해서 마음속에서 후쿠오카를 즐길 수 있었으면 좋겠어요 ~,"일을 빨리 익혀서 , 마음속으로 후쿠오카를 즐길 수 있었으면 좋겠네요 ~ .",0.14285714285714285,0.16666666666666666
329,"실체로 나는 추위를 많이 타기 때문에 여름에도 양망을 신을 정도 심했지만 , 반신욕을 시작했을 때부터는 ( 시작하고나서는 ?","실체로 나는 추위를 많이 타기 때문에 여름에도 양말을 신을 정도 심했지만 , 반신욕을 시작하고나서는","실제로 나는 추위를 많이 타서 여름에도 양말을 신을 정도였지만 , 반신욕을 시작한 이후로는",0.5606060606060606,0.16666666666666666
330, 요컨대 그녀의 수업을 들을 때 부담이 없고 기분도 좋아진다는 것이었다  ., 그래서 선생님의 수업을 들을 때 부담이 없고 기분도 좋아진다  .,요컨대 그녀의 수업은 부담없고 기분좋게 해준다는 것이었다  .,0.5,0.15789473684210525
331,그 핸드폰은 예쁜 외관을 가지고 있을 뿐만 아니라 기능도 정말 많았다 .,그 핸드폰은 예쁘고 기능도 정말 많았다 .,그 핸드폰은 외형이 예쁠 뿐만 아니라 기능도 다양했다 .,0.30952380952380953,0.23809523809523808
332,"여기에서 유명한 야구 팀 , 로스 앤젤레스 다저스 있어요 .",여기에는 로스 앤젤레스 다저스 라는 유명한 야구팀이 있어요 .,로스앤젤레스에 있는 LA 다저스라는 유명한 야구팀이 있어요 .,0.29411764705882354,0.11764705882352941
333, 그래서 저에게 천진의 날씨가 좀 나쁩니다  ., 그래서 천진의 날씨는 저에게 잘 맞지 않습니다  .,그래서 제가 있는 곳은 날씨가 안 좋습니다  .,0.15384615384615385,0.11538461538461539
334,한국어를 공부한지 3년이 됐는데 그 동안 중국어를 하나도 공부하지 안 했기 때문에 중국어도 다 잊어 버렸어요 .,"한국어를 공부한지 3년정도 됐는데 , 그 동안 중국어는 전혀 공부하지 안았기 때문에 다 잊어 버렸어요 .","한국어를 공부한지 3년이 됐지만 , 그동안 중국어는 하나도 공부하지 않았기 때문에 모두 잊어버렸어요 .",0.3064516129032258,0.1774193548387097
335,나도 그랬으면 당신이 여기에 나와 함께 .,네가 나와 여기에 함께 있었으면 좋을텐데 .,당신도 저와 같이 있었으면 좋겠어요 .,0.18181818181818182,0.045454545454545456
336, 여기에서 여행을 가면 햇빛이 강해서 모자를 챙기고 자외선 차단체를 꼭 바르세요  ., 이곳은 햇볕이 강하니 여행을 가면 모자를 챙기고 자외선 차단제를 꼭 바르세요  .,여기에 오시면 햇빛이 강하니까 모자와 자외선 차단제를 꼭 챙기세요  .,0.35714285714285715,0.09523809523809523
337,한극 사람들이 요즘 트위터를 사용하여 많은 알았어 봐는데 .,한국 사람들이 요즘 트위터를 많이 사용하는 것 같아요 .,한국사람들이 요즘 트위터를 많이 사용해서 알고 있는데,0.23333333333333334,0.1
338,그렇지만 몇 일전에 레이저로 점을 빼서 이제 햇빛을 받을 수 없어요 .,그런데몇 일 전에 레이저로 점을 빼서 지금은 햇빛을 받으면 안되요 - 안돼요,몇 일전에 레이저로 점을 뺐어요 . 그래서 지금은 햇빛을 볼 수가 없어요 .,0.16666666666666666,0.30434782608695654
339,아니면 테마 없이 여러가지 재미있는 비디요 제작할 수 있고 예르들어서 뮤직비디요 만들고나 저회 도시의 재미닜는게도 나눌 수 있습니다 .,아니면 주제 없이 여러 가지 재미있는 비디오를 제작할 수 있고 예를 들어서 뮤직비디오 만들거나 저희 도시의 재미있는 것을 나눌 수 있을것입니다 .,"아니면 , 주제없이 여러가지 재미있는 비디오를 제작할 수 있고예를들어 뮤직비디오를 만들거나 저희 도시의 재미있는 것들을 나눌 수도 있습니다 .",0.17073170731707318,0.17142857142857143
340,지금까지 가족이나 친구하고 여행을 간 적이 있습니다 .,가족이나 친구하고 여행을 다녔습니다 .,가족과 친구들과 함께 여행을 갔습니다 .,0.2692307692307692,0.07692307692307693
341,공장에 출근때문에 일주일 주에서 한일밖에 휴식하는 것을 좀 우울해요 .,공장으로 출근하기때문에 일주일 중에서 하루밖에 쉬지 못해서 좀 우울해요 .,공장에 출근하기 때문에 일주일 중 하루만 쉴 수 있어서 좀 우울해요 .,0.20588235294117646,0.19047619047619047
342,이번주 금요일부터 같은 건물에 있으며 더 이상 그들의 옆에 있지 않을 것이다 .,"이번주 금요일부터 같은 건물이지만 , 옆에 살지는 않을 것이다 .","이번 주 금요일부터 같은 건물에서 일하게 되어 , 이제는 그들과 같이 있지 않는다 .",0.2826086956521739,0.1
343,장문이라서 체면어의 표현규칙으로 고쳐주시기 바랍니다 .,"작문이기 때문에 , 여러분들께서 문어체로 고쳐주시기 바랍니다 .","문장이 길어서 , 격식을 갖춘 표현으로 바꿔주세요 .",0.23076923076923078,0.038461538461538464
344,""" 은 "" 던지다 "" 같은 뜻이며 "" 는 그 던지는 나무로 된 풀이다 .",""" 은 "" 던지다 "" 라는 뜻이며 "" 는 나무로 된 던져지는 막대기이다 .",""" 는 "" 던지다는 뜻이며 , "" 는 그 던지는 나무로 된 풀이다 .",0.4444444444444444,0.5370370370370371
345,"지금 내 친구 일분어을 공부해 가고 , 저는 도서관에 공부하고 그러요 오랫동안 갈거예요 .","지금 제 친구는 일본어 공부를 하고 , 저는 도서관에서 공부하고 있어요 . 조금 있다가 에 갈거에요 .",지금 제 친구는 일본어를 공부하고 있고 저는 도서관에서 공부해요 .,0.0967741935483871,0.08
346,엄마가 매일에 잘 지낼 자신이 있어요 .,어머니 께서 항상 잘 지내셨으면 좋겠습니다 .,매일 엄마를 잘 돌볼 수 있을 거예요 .,0.09090909090909091,0.07692307692307693
347,"누구긴라도 그 누군가가 제 마음에 들어와 머무르게 해 줘서 , 제 힘의 하나로 되 줘서 고맙다는 거죠 .","누구든지 그 누군가가 제마음에 머무르면서 , 저에게 힘이 되준다는 것은 고마운 거죠 .",누군지 몰라도 저에게 들어와서 머물게 해주고 저의 힘이 되어준 것에 감사하다는 말이에요 .,0.10606060606060606,0.015151515151515152
348,"그리고 언어를 공부 하면 , 저에게 좋은 공부 하는 방법이 있지 않아 ?",그리고 나서 나중에 언어를 공부하게 되면 나한테 더 좋겠지 ?,언어를 공부하는 데 있어서 나에게 맞는 공부방법이 있을거야 .,0.06521739130434782,0.021739130434782608
349,한국에 놀으로 가면 명동에서 살거나 합정동에서 살거나 어느 더 좋아요 ?,한국에 놀러 가면 명동이나 합정동중에 어디서 사는게 더 좋아요 ?,한국에 놀러가면 어디가 좋을까요 ?,0.21052631578947367,0.05263157894736842
350,"인해 , 주식 단체적인 폭발이 자극됐다 .","인해 , 주식에 대한 관심이 폭발적으로 일어났다 .",주식시장의 폭락으로 인해,0.15384615384615385,0.045454545454545456
351,"귀신들 세명은 그 남자를 항상 따랐어요 , 이유가 없었어요 .","귀신들 네 명이 이유도 없이 그 남자를 항상 따라다녔어요 ,",귀신 세 명은 그 남자를 항상 따라다녔어요 . 이유는 없었어요 .,0.23529411764705882,0.23684210526315788
352,자 움 뷥 켔 습 니 다 만 나 사 반 캅 습 나 다,처음뵙겠습니다 만나서 반갑습니다 .,저는 당신을 만나기를 기대하고 있습니다 .,0.0,0.0
353,그 회사 구체적인 차리를 찾고 11시전에 그 회사를 도착할 수 있어요 .,"도착하면 그 회사의 정확한 위치를 찾고 , 11시전에 그 회사를 도착할 수 있을 거예요 .","구체적인 업무내용을 확인하고 , 11시 전까지 그 회사에 도착할 수 있었어요 .",0.3148148148148148,0.14285714285714285
354,대학생이 보통 돈을 없어서 많이 먹어 .,보통 대학생들이 돈이 없어서 라면을 많이 먹어 .,대학생들은 용돈이 부족해서 자주 사먹어요 .,0.3076923076923077,0.045454545454545456
355,에 : 처음에 도착할 데 자기 나라문화과 언어적 충격을 얼마나 큰 지 모르고 언어가 익숙하지 못하면 학교에서는 제대로 된 인성교육을 받을 수가 없습니다 .,"에 : 처음에 다른나라에 도착했을 때 , 문화와 언어적 충격이 얼마나 클지 모르고 , 언어가 익숙하지 못하면 학교에서는 제대로 된 인성교육을 받을 수가 없습니다 .","처음에 도착하면 , 그 나라 문화와 언어적 충격이 얼마나 큰 지 모르고 , 언어가 익숙하지 않으면 학교에서 제대로 된 인성교육을 받을 수가 없습니다 .",0.5,0.4111111111111111
356,이 는 서비스를 받은 사람들 호평도 아직 그 기회가 없는 사람들 호평도 받는 모양이에요 .,이 는 서비스를 받은 사람들에게도 아직 그 기회가 없던 사람들에게도 호평이라고 합니다 .,"서비스를 받은 사람들의 호평도 있고 , 아직 받지 못한 사람들의 호평도 있는 것 같아요 .",0.3148148148148148,0.12962962962962962
357,실제로는 지곰에 이르기까지 오른손로 쓰연 곧 머리가 아프되요 .,실제로 지금도 오른손을 사용하면 머리가 아파옵니다 .,실제로 지금까지 오른손으로 쓰면 머리가 아파요 .,0.06666666666666667,0.06666666666666667
358,"많이 아파가 사람들은 있는 , 그러면 아픔 봐서 슬퍼요 ㅜ",아픈 사람들이 많이 있어서 슬퍼요 ㅜ,사람들이 많이 아프면 마음이 아프고 슬퍼요 .,0.11764705882352941,0.058823529411764705
359, 말하는 거보다 아빠께서 실제적인 행동으로 사랑을 표현하는 거 더 좋아하셨거든요  ., 아빠께서는 사랑을 말로 표현하는 것 보다 행동으로 표현하는 것을 더 좋아하시거등요  .,말보다는 아빠의 실제적인 행동이 저를 더 기쁘게 했어요  .,0.11904761904761904,0.07894736842105263
360,전전히 그 오 분은 목 소리를 다 잘 구분해졌어요  .,점점 그 다섯 명의 목소리가 모두 잘 구분되어 졌어요  .,그 5분 동안 목소리를 완전히 구분할 수 있게 되었어요  .,0.08823529411764706,0.058823529411764705
361,신청하는 중에서 성적과 영어능력이 재일 중요한 것입니다 .,신청할 때 가장 중요한 것은 학교 성적과 영어능력입니다 .,신청할 때 가장 중요한 것은 성적과 영어 능력입니다 .,0.1,0.1
362,"중국 민정부가 공익기부정보공개제조 하고 기부물건의 관리 및 사용 규범을 보완하며 , 기부자 및 수익장의 합법 권익을 보장하기 위하여 중국국가의 관련 규정에 따라 를 기안하고 사회각계에게 의견을 수집한다고 신화사 23일 밣혔다 .","신화사 는 23일 , 중국 민정부가 공익기부정보공개제도를 도입하고 , 기부물건의 관리 및 사용 규범을 보완하며 , 기부자 및 수익자의 합법적 권익을 보장하기 위하여 관련 규정에 따라 를 기안하고 , 사회각계의 의견을 수집한다고 보도했다 .","중국 민정부가 공익기부정보공개제를 제정하고 기부물건의 관리 및 사용 규범을 보완하며 , 기부자 및 수익장의 합법 권익을 보장하기 위하여 중국국가의 관련 규정에 따라 를 기안하고 사회각계에게 의견을 수집한다고 신화사 23일 밣혔다 .",0.45384615384615384,0.8898305084745762
363,그래서 올해 방학 때에는 그 때부터 우리 거의 1년에 처음 봤다 .,그래서 올해 방학때작년에 만난 후로우리는 거의 1년만에 처음 봤다 .,그래서 이번 방학 때는 작년 여름 이후로 거의 1년 만에 만났다 .,0.23809523809523808,0.09523809523809523
364,그들은 아시아에서 시간을 사용하고있다면 그것은 하루 앞서 나를 아니 내 뒤에 보일 것입니다 .,그들이 아시아 시간을 사용하고 있다면 날짜는 하루 늦지 않고 하루 앞서 있을거야 .,"아시아에서 시간을 보낸다면 , 그들은 아마 하루 전이나 다음날쯤 제가 있는 곳을 볼 수 있을 거예요 .",0.1,0.0967741935483871
365,이틀씩만 수업에서 배운것을 빨리 복습 하면 된다고 했어요 .,수업에서 배운것을 이틀씩만 빨리 복습하면 된다고 하더군요 .,이틀에 한 번씩 배운 것을 복습하면 된다고 하셨어요 .,0.23333333333333334,0.06666666666666667
366,저도 다음에 한국에 갈 때에 가고 싶다는 생각이 있는데 어떻게 가면 좋은지 잘 몰라요 .,저도 다음에 한국에 갈 때에 가보고 싶은데 어떻게 가면 되는지 잘 몰라요 .,다음에 한국에 갈 때 가보고 싶은데 어떻게 가야 할지 모르겠어요 .,0.42592592592592593,0.14814814814814814
367,그녀는 제에게 어머니들의 녈에게 이 가방을 선사했어요 .,그녀는 어머니의 날에 이 가방을 저에게 선사했어요 .,그녀는 저에게 엄마들을 위한 선물로 이 가방을 주었어요 .,0.2692307692307692,0.16666666666666666
368,"요세 경제가들이 얘상하고 있어요 , 2020년떄 사람들이 날마다 한잔씩 커피를 마시면 , 커피 원두의 시장만 매년 500억 달러까지 이를수 있어요 , 전 산업사슬이 천억 이상까지의 시장이 이를 수 있어요 . 2020500","요즘 경제학자들이 예상하기를 , 현재 같은 추세로 커피 소비시장이 형성된다면 , 2020년에 이르러서는 커피원두 시장의 규모만 매년 500억 달러의 수익까지 치솟고 , 전체 커피시장의 규모는 천억 달러이상까지 다다를것이라고 전망하고 있어요","요새 경제학자들은 2020년에 사람들이 날마다 한 잔씩 커피를 마신다면 , 커피 원두의 시장만 매년 500억 달러까지 이를 것으로 예상하고 있어요 . 이는 전 산업사슬을 통틀어 1,000억 달러 이상의 시장규모로 확대될 거에요 .",0.07627118644067797,0.2540983606557377
369,"요리사 : 아이구 , 나의 식당을 닫으로 너는 나한테 돈을 잃기 시켜 .","요리사 : 아이고 , 형사가 내 식당을 닫아서 내 돈을 잃게 하려는구나 .","요리사 : 아이고 , 내 식당 문 닫을 때 까지 네가 날 일하게 해 .",0.15217391304347827,0.09259259259259259
370,구경하다가 우연히 수채 색연필의 교재를 봐서,에 신경을 써야죠 ! ) 구경하다가 우연히 수채 색연필의 교재를 보고,우연히 서점에서 수채 색연필을 이용한 책을 봤어요 .,0.3684210526315789,0.07692307692307693
371, 뭔가 이유 있는지 잘 모르겠는데요  ., 무슨 이유 때문인지는 잘 모르겠지만 말이지요  .,이유는 잘 모르겠지만,0.13636363636363635,0.05555555555555555
372,"오늘은 많은에게 단어의 많은 것을 배웠지만 , 한국 !",오늘은 많은 사람들에게 단어를 배웠다 .,오늘은 선생님께 많은 단어를 배웠어요 .,0.06666666666666667,0.06666666666666667
373,그런 소식을 듣자마자 언제든지 시간이 있으니까 시간과 장소를 잡아달라고 또다시 부탁했다 .,난 전화를 받자 마자 언제든 시간이 되니 약속을 정하라고 재촉했다,"그런 소식을 듣고 바로 연락해서 , 언제든 좋으니 시간과 장소를 잡아달라고 다시 부탁했다 .",0.023809523809523808,0.24
374,"특히 왕상 오빠가 말이에요 , 그는 너무 너무 좋은 사람이에요 , 우리 한번만 만났던지만 오빠가 저한테 귀인처럼 내 옆에서 있고 있어요 , 오빠 ! ~ 고맙습니다  .","특히 왕상 오빠 ! 그는 너무 좋은 사람이에요 , 한번 밖에 만나지 않았지만 제 옆에 있어 준 오빠는 저한테 귀인이에요 , 오빠 ! ~ 고맙습니다  .","특히 왕상 오빠가요 , 그는 정말로 좋은 사람이에요 , 우리 한 번 만난적 있지만 오빠가 저에게 귀인처럼 제 옆에 있어주고 있어요 , 오빠 ! ~ 고맙습니다  .",0.3333333333333333,0.39215686274509803
375,내가 풀인 방법이 찾기는 커녕 아무 것을조차 봐도 화 날 건데 .,난 푸는 방법을 찾지 않아 . 무엇을 봐도 다 화가 날 테니까,풀 수 있는 방법을 찾기도 전에 화가 나서 아무것도 볼 수 없을 텐데 .,0.07142857142857142,0.02
376,"절과 신사는 여러가지 다른 점이 많지만 관광 때에 보고 싶다고 생각할 때 , 신사든 절이든 상관없이 그냥 그 지방에서 유명하니까 보고 싶다고 생각하는 것이 많은 것 같아요 .",절과 신사는 여러가지 다른 점이 있지만 관광 때는 신사든 절이든 상관없이 그냥 그 지방에서 유명하니까 보고 싶다고 생각하는 부분이 큰 것 같아요 .,"절과 신사는 여러가지 다른 점이 많지만 관광 때에 보고 싶다고 생각할 때 , 신사든 절이든 상관없이 그냥 그 지방에서 유명하니까 보고 싶다고 생각하는 것이 많은 것 같아요 .",0.5188679245283019,1.0
377,자기의 전 세월은 정말 헛되이 보내였습니까 ?,스스로의 인생은 정말 헛되지 않게 보냈는가 ?,당신의 지난 세월은 모두 헛된 것이었습니까 ?,0.09090909090909091,0.09090909090909091
378,이 빵에서 외국어를 배우고 싶은 사람이 많다고 생각하는데 다른 목적도 만드세요 .,이 발표는 발표 당아리에서 말해야 되요,"이 빵을 통해서 외국어를 배우려는 사람들이 많을 것 같은데 , 또 다른 목적은 없나요 ?",0.023809523809523808,0.05555555555555555
379,찾기 어려운 곳에 있으니까 여기에 온 손님들도 상당히 카페를 좋아하는 사람이 틀림없다 . 일반적인 카페에서 보는 사람보,찾기 어려운 곳에 있으니까 여기에 오는 손님들은 카페를 상당히 좋아하는게 틀림없다 . 일반적인 카페에서 보는 사람보,찾기 어려운 곳에 있어서 그런지 이 카페에는 자주 오는 단골손님들이 많은 것 같다 .,0.5483870967741935,0.11290322580645161
380,그녀는 저희에게 수프에 파 소금 및 후추가루를 첨가하는 것을 말하고 김치 우리자신을 잘랐다 .,그녀는 우리에게 국에 파 소금 및 후추가루를 첨가하고 김치를 스스로 자르라고 말했다 .,"그녀는 저희에게 수프에 파 , 소금과 후추가루를 넣는 것을 말해주고 김치는 저희가 직접 잘랐습니다 .",0.24,0.24074074074074073
381,이 두사진은 막 사왔을때과 어제 따로 찍는 거에요 .,이 사진 두장은 막 사왔을 때 찍은 것과 어제 찍은 것이에요 .,이 두 사진은 처음 샀을 때와 어제 찍은 것이에요 .,0.09523809523809523,0.08823529411764706
382,매일 밤에 6시반부터 8시반까지 방송하고 있지만 나는 밤에 5시반에 퇴근하면 약 두 시간쯤 필요한다 .,"매일 밤 6시반부터 8시반까지 방송하고 있지만 , 저는 밤 5시반에 퇴근하면 집에 오는데 약 두 시간쯤 걸려요 .","매일 밤 6시 30분부터 8시 30분까지 방송을 하고 있지만 , 저는 밤 5시 반에 퇴근해서 약 두 시간 정도가 필요합니다 .",0.3181818181818182,0.07692307692307693
